<p class="cnnBodyText"><br/>
###START
Name: WOLF BLITZER ( CNN ANCHOR) ; Gender: male ; Race:  caucasian ; Dialogue:   Ivan Watson, with that report thanks very much.  That's it for me.  Erin Burnett "OutFront" starts right now.
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   I can't explain it unless you were in there.  I can't explain unless you were in there.  And that's the answer.  You're not going to like that answer.  I can't explain it.  But they have something.
Now, remember, we learned about Trump Tower Moscow OK?  Right.  And then Trump signed a letter of intent to do business with Trump Tower -- you know, with Russia.  And Mike -- And Michael sent the thing to the -- 
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   That tower of course which never went ahead, but yes.
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   You're right.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   Yes.
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   And I had never known about that, obviously.  We had never -- you know, until I read about it.  I just get a feeling he did something.  And by the way, you're going to be fine when it comes out what he did but people like Sean Hannity, Lou Dobbs, Jeanine Pirro, they're going to be have to do -- they're going to be very embarrassed when it comes out.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   I will ask.  All right.
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   Yes.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   Well, let's just take a pause there.  If you don't mind we're going to squeeze in one commercial come back we'll talk about the Trump Tower meeting.  It's all which I knew you have a lot to say about.  So we'll take a quick break.  We'll be right back.
(COMMERCIAL BREAK)
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   We're back with our breaking story.  Trump's former campaign aide Sam Nunberg refusing to comply with the grand jury subpoena and the Russia investigation.  Sam Nunberg is back with me and he have explained there's the subpoena which asked for your communications between yourself and 10 people involved with the Trump campaign, and you're saying also asks you to appear in person before the --
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   Yes.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   -- grand jury this Friday.  OK.  I want to ask you about something very important, which is the Trump Tower meeting.  The one in which Paul Manafort attended, Jared Kushner attended, Donald Trump Jr. attended among others where they were told that there would be dirt on Hillary Clinton.  There's been a consistent message from team Trump, which is that Donald Trump himself did not know about this meeting.
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   What do you think?
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   You tell me.
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   I mean if you see it, if you see there's something he said, I already saw that within a week, or he says something we're going to find something at about Hillary Clinton within a week.  I don't know why he couldn't just admit that he knew about this meeting if indeed I believe he did.  If he did, I don't think -- now, remember you're talking to somebody who doesn't think there's anything wrong with that meeting.  So you're sitting here talking to somebody.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   So you're saying he knew.  You personally think that's collusion because you've said he don't think he colluded but you believe that he knew about that meeting.
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   I think he knew it.  Look, I think he probably knew in advance and --
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   In advance?
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   Yes.  I think if I had to guess Don informed him about it. And then once again, I know -- Once again, Don gets an e-mail.  If you look at the e-mail, the e-mail says that Hillary Clinton was indicted by the -- by whatever the equivalent on the Russian justice or whatever it is, Department of Justice.  OK.  So why should we know about it if that was true
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   So I -- 
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   And by the way, I wanted to bring something else up with you and I was thinking about this.  And you've been very fair.  Thank you very much.  Did they ask Hillary Clinton when they were investigation Hillary Clinton who made a point not to protect her e-mails, did they ask her the people -- BURNETT:  I don't know.
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   -- that they were going for something like --
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   I don't think we ever got provided the subpoenas as you have finally chosen to provide yours to us.  On this Trump Tower meeting, now I do want to ask you, Sam, because I think this is just important to people understand.  Do you have to campaign in August of 2015?
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   Yes, I have no idea.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   All right.  So the meeting was actually in June 2016.
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   Correct.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   So you're saying you think he knew in advance.  You're saying that base on your knowledge to the individuals and how they interact with each other but not base on actually having been there.
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   Yes, correct.  Yes, correct.  It's my opinion.  And by the way, once again, I don't think there's anything wrong with that.  I don't think there's anything wrong.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   Do you think there's no way that that meeting happened without Don, Donald Trump Sr. -- I'm sorry, Donald Trump himself knowing about it.  
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   You don't know though the travesty of that whole thing was when it was reported by the New York Times initially that they handled it so badly, the communications of it because there no problem with it.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   In your opinion.
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   In my opinion, yes.  There could be.  And they just consistently, you know, got caught in lies if you remember that?
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   Yes.
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   Yes, I remember watching the show.  So they consistently got caught.  The think of -- the first initial report is Sunday, then it's next, you know, then it's Monday, Tuesday -- why not just tell the truth?  What was the big deal?  There was no deal there.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   So, what about Carter Page?  He's another former Trump aide. 
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   Never spoken to --  
(CROSSTALK)
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   Right?  He's on the list.  They want your communications with him of which you say there are none.  
We've learned he was eventually under surveillance, of course, for suspected --  
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   Look, I think -- I think Carter Page was dealing with the Russians.  I think he was colluding --  
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   You used the word colluded, OK.
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   I think he was colluding with the Russians, sure.  Now, I don't think that he had the power within the campaign, but I think he was trying to put himself off that he had this authority, that he could stop sanctions, he could help, you know, with these -- with the gas company.  Remember, he gives that speech that summer.  Yes, sure, I think he colluded.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   All right.  He responded today, because --  
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   Yes, what did he say?
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   -- you have been saying this today, he calls your claim that he colluded laughable, and he texted to our Manu Raju, our congressional reporter, quote, asked him, you, for specific rather than more mindless rhetoric.
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   Well --  
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   What specifics can you give?
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   Why did he -- why did he go to Russia that summer?  Remember that?  He went to Russia that summer day and he was an energy consultant, and what an Obama sanctioned Russia on energy.  What do you think -- what was he doing there?
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   So that's -- that's where you get --  
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   That's -- yes, I don't think he knew about the emails.  I don't -- once again, I don't think anybody in the campaign coordinated with Russia on releasing Hillary Clinton's emails.  I also believe Vladimir Putin did do the emails.  
And this whole idea when they start defending it, when they you know when they put it on another network, that they start saying oh it wasn't Russia -- yes, no, it was Russia.  It was Russia.  And Julian Assange coordinated with Russia.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   So, let me just come back to something important here because Julian Assange, obviously, he's WikiLeaks.
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   Yes.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   Roger Stone, who you've referred to as your mentor and father figure just moments ago to me, has testified to Congress that he did communicate with WikiLeaks via an intermediary.  But "Atlantic Magazine" has published private magazines between Stone and WikiLeaks. 
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   OK.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   Why are you putting your reputation on the line for Roger Stone, no matter how much you like the guy?  Why are you putting your reputation on Roger Stone? NUNBERG:  Because here's my problem is what I think is -- and once again and you may not -- it may not sound reasonable, I think that there are separate rules for Republicans and Democrats, like the fact that Hillary Clinton got away with what she did, with what her husband was doing during Barack Obama's administration, it's ridiculous.
What they went after -- now, Manafort and Gates I believe --  
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   They're pointing at some of the ten people --  
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   Yes, I believe -- 
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   -- they're asking.  
(CROSSTALK)
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   Yes, OK, Manafort and Gates, yes, I think that they did illegal, nefarious activities with finances.  But, Erin, here's what I believe, and you -- and this is just my opinion, is that it was -- they decided and for years, they were targeting, they wanted to go after them for years.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   OK.
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   Now, I'm not going to be a part of them targeting and trying to set up some case against Roger.  Roger and I once again -- once again, and I don't care what the White House says, we were treated terribly.  We did not help -- we were not -- this wasn't some weird plot that we got fired, that I planned out to have my Facebook post -- we were treated terribly, and we had no contact with the campaign.  We didn't.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   All right.  I got to squeeze one more break and I want to show you something very specific.  We got those ten people and I also want to ask you about the president's trip to Russia when, you know, Keith Schiller has testified he was offered women to come to his room. We're going to talk about that right after this, Sam, and will be right back.
(COMMERCIAL BREAK)
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   Welcome back.  
Still here with Sam Nunberg and we have some breaking news just coming in from the ranking member of the House Intelligence Committee.  Adam Schiff just speaking to cameras and because of the Trump Tower meeting which you were just talking to me about, he is saying but he wants you to come in front of the committee and talk to them about this, to understand exactly what you're saying about how Trump would have known about this meeting.  
What do you say to Adam Schiff?
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   All right.  I think it's -- you know, I like what Roger Stone said about Adam Schiff.  Schiff is full of chef.  I think Adam is trying to run for senator.  I think that he's trying to use this -- once again, I probably think that though that the Democrats will end up winning the House and it'll have a very powerful position.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   Is that a yes or a no?  
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   I would go there, sure.  I think I'll be funny --  
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   So, you'll go there but you won't go in front of grand jury.
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   No, no, well, you know what?  I don't think I've been clear about this.  
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   OK.
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   I won't sit for 80 hours to produce every email I had with Roger Stone and Steve Bannon, and, Erin --  
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   So, what you're saying you actually -- if there's a less amount of time, that you will go?
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   Maybe, I don't know.  I just think that this is ridiculous after I went in there, once again, I mean, say what you want, and I've said they have -- that Rosenstein was right to launch this independent counsel.  But for me to have to -- after I sat there and I cooperated with them, but I -- why do I have to give them every communication I had with Steve Bannon, Roger Stone?
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   Because they asked for it and it's the special counsel.
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   OK, fine, we'll find out.  You know what?  We'll find out. I think this is what -- well, this is history.  So, we'll see, I think it's 50/50, what Mueller will do.  I don't think he knows what he's going to do.  What do you think he's going to do?  
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   So, is this sort of like you're doing a game of chicken for you right now?
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   No, it's not a game of chicken.  It's just that I think that after I went in there once again, after I went in there, what do we -- what all of us have to do to continue with this, you know, what are they going to continue to ask us or for stuff?  It's ridiculous.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   Let's come back to the question that I think we've all repeatedly had, is if you have nothing to hide, why not just answer every question they have?  Who cares?  Eighty hours out of your life, you don't do it, you could go -- you could go to prison.  That's I think the fundamental question people have watching.  Why not?  Just answer the question.
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   Because of once again and this goes back to something else and, by the way, whatever Trump did and if he did something -- whatever Trump did, he was going to get away with, so he shouldn't fire Comey, OK?
But I don't like the fact that they -- did they treat Hillary Clinton people like this when they were investigating the emails?  Did they?  Did they?  Did they ask them?
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   Again, I don't -- we don't have the subpoenas, I'm not sure.
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   OK, so let's see them.  
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   So, Sam, I have to ask you one other thing.
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   Yes, ma'am.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   And it's an awkward question to ask, but, you know, I've been here before you're sitting very close to me.
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   Yes.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   We talked earlier about what people in the White House were saying about you.
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   Yes.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   Talking about whether you were -- you were drinking or on drugs or whatever, they, had had happened today.  Talking to you --  
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   Yes.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   -- I have smelled alcohol on your breath.
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   Well, I have not had a drink.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   You haven't had a drink.  So, that's not --  
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   No.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   So, I just -- because it is the talk out there -- again, I know it's awkward.  Let me just give you the question and give you categorically --  
(CROSSTALK)
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   You haven't had a drink today?
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   My answer is no, I have not.  
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   Anything else?
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   No.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   No?
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   No.  Besides my meds.  
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   OK.
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   Anti-depressants, is that OK?
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   No, I mean, I'm not -- I'm just trying to understand what happened today.  
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   Well, look -- well, look, they say -- they can say whatever they want.  I don't really care what -- once again, they're pathetic. Their president has a 33 percent approval rating.  What was the rating number you guys released?  
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   I don't know the exact number, it was in the 30s.
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   It was in the 30s, so whatever they want to say about me, that's fine.  Once again, Roger is very nice.  Roger has a relationship with the president.  Roger is very loyal to the president.  
I don't care.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   OK.
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   OK?  I'm the one who was treated terribly by him and I'll say that a thousand times.  
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   Yes.
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   So whatever they want to say, that's -- they've tried to use that against me, you know.  This was -- this was their big thing. Well, I'll tell you one thing, I didn't steal from campaign, OK?  I didn't -- I didn't have -- I didn't have an illicit affair with a married man, you know?  I -- all I did was work for him for four and a half years, and now, I get this crap -- and now I get this crap after, you know, legal business (ph).
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   All right.  Well, Sam, I appreciate your time.  I know you gave us a lot of it and thank you very much.  
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   Thank you very much.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   Good to talk to you again.
And that was Sam Nunberg with all of this important story he's talking about today.
Next, what can Robert Mueller do to Sam Nunberg now but he's defying him.  The question that Sam was just asking to all of you.  
Jeffrey Toobin, among others, join me next.
(COMMERICAL BREAK)
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   Breaking news, the act of defiance and you just saw it.  The former Trump campaign aide Sam Nunberg refusing to comply with the subpoena by the special counsel Robert Mueller to appear before a grand jury.  Multiple legal experts telling CNN Nunberg could go to prison if he refuses and you heard what he had to say, he didn't care.  He thinks it won't ever happen.
(BEGIN VIDEO CLIP)
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   I'm not going to get sent to prison.  Do you think I'm going to get sent to prison?
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   How do you know that?  I mean, someone has been before.
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   One person, fine, you're mentioning from a long time ago. Do you think Robert Mueller is going to send me to prison, Erin, for this?  
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   I don't know, but he certainly would be within his rights.
(END VIDEO CLIP)
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   Our chief legal analyst Jeffrey Toobin joins me, along with Bob Mueller's former special assistant at the Justice Department, Michael Zeldin.  Both men also former federal prosecutors.  
Jeffrey, your response to Sam?
Name: JEFFREY TOOBIN ( CNN CHIEF LEGAL ANALYST) ; Gender: male ; Race:  caucasian ; Dialogue:   Well, he sounds like a troubled person and he's really wading into some big, big trouble.  I mean, just to -- just to start with the basics.  He's got a grand jury subpoena, he's due to appear on Friday.  You cannot say it's ridiculous and not show up.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   Right.
Name: TOOBIN ; Gender: male ; Race:  caucasian ; Dialogue:   Now --  
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   He said he had a 3:00 p.m. deadline, by the way, and he didn't meet it.  But his own lawyer hasn't even talked --  
(CROSSTALK)
Name: TOOBIN ; Gender: male ; Race:  caucasian ; Dialogue:   You know, I don't think Mueller wants to get into a big circus with this guy.  I am sure what Mueller will do is go to the lawyer and say, look, work this out, maybe he doesn't have to be Friday, maybe it'll be Monday, maybe it'll be next week.  But he cannot just defy a grand jury subpoena because he doesn't feel like it or he feels like he was ill treated by Donald Trump two years ago.  
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   Right.
Name: TOOBIN ; Gender: male ; Race:  caucasian ; Dialogue:   I mean, he has to testify and if he doesn't testify and if he continues this defiance, Mueller is going to lock him up, and he can lock him up until he cooperates, which could be as long as 18 months.  
But I don't think Mueller wants to do that.  Mueller does not want a sideshow like this.  
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   No.
Name: TOOBIN ; Gender: male ; Race:  caucasian ; Dialogue:   He just wants the guy to testify which he's obligated to do.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   So, Michael, what happens here because, you know, I don't -- you know, you keep hearing Sam Nunberg in that interview, you know, yes, I think troubles a fair work, but saying, well, he's not going to lock me up, what do you think he's going to do?  I mean, Michael, obviously there is a precedent here what Susan McDougal.  There are also are other people that he's subpoena so may not want a scene out of this we can't afford to just ignore it and let this defiance go out there.  
I mean what does Bob Mueller do to Sam Nunberg?
Name: MICHAEL ZELDIN ( FORMER SPECIAL ASSISTANT TO ROBERT MUELLER) ; Gender: male ; Race:  caucasian ; Dialogue:   So, the way the process works, Erin, is he's received a grand jury subpoena. He can with his lawyer come in and move to narrow the subpoena's scope or to quash it, meaning get rid of it all together.  If that's unavailing, then he has to offer his testimony.  
If he refuses to offer his testimony, generally speaking, the prosecutor will go to the supervising judge and say this person is refusing to answer my questions they'll hold a hearing a show cause hearing at which the person will have an opportunity to present the basis for their not testifying.  It could be he's asserting the Fifth Amendment.  He could have legal privilege.
The court then will determine whether or not that showing is adequate. If it's inadequate, the judge can then hold the person in civil contempt and in find him or imprison him as Jeffrey said for the length of the grand jury.  It's not Mueller who sets the penalty. It's the court because in this type of criminal contempt proceeding just like we saw with Susan McDougal in the Whitewater case, the judge says you can get out of jail tomorrow if you cooperate or you can sit there as long as the grand jury is in session.  So, it's an indefinite sentence that the court imposes based on his refusal to face the --  
(CROSSTALK)
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   Yes.
Name: TOOBIN ; Gender: male ; Race:  caucasian ; Dialogue:   And just -- I mean, civil contempt is you don't get a trial, you don't get a jury trial.  Civil contempt is you go to jail today. That's what the judge can do.  So, I mean, this is not a complicated legal process what --   
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   To go ahead and --   
(CROSSTALK)
Name: TOOBIN ; Gender: male ; Race:  caucasian ; Dialogue:   Yes.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   But what I'm trying to say is, you know, obviously, this is personal to him, about Donald Trump.
Name: TOOBIN ; Gender: male ; Race:  caucasian ; Dialogue:   Yes.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   But the other part of it that I couldn't truly understand was why he would go so far for Roger Stone.  Roger Stone can handle Roger Stone, but he kept ready make it about Roger Stone, his father figure, this mentor, I'm willing to fall on the sword for Roger Stone.
Name: TOOBIN ; Gender: male ; Race:  caucasian ; Dialogue:   Well, you know, I've covered Roger a lot over the years and, you know, Roger is someone who is very loyal to his people and who gives a great deal of loyalty.  So, I can understand Sam Nunberg's affection for Roger Stone.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   Yes.  
Name: TOOBIN ; Gender: male ; Race:  caucasian ; Dialogue:   But, you know, this is not a game about who you like and who you're loyal to.  This is a grand jury subpoena.  This is a criminal investigation.  People are put in awkward positions by grand jury subpoenas all the time, and unless it's your wife or your husband where you have a privilege, you don't have a -- there's no such thing as a mentor privilege.  You have to testify even if it's unpleasant.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   So, Michael, what is the purpose of -- if they've done the interview as he said and they were very professional, he's talked to them.  
He's assuming that they already have his texts and -- I mean, even during this interview, he moved from I felt like complete defiance to it's a 50/50 if I appear, I'm fine, I'll give him my password for the text, right?  I mean, this is a moving target.
But the point I want to ask is, what is the purpose that Mueller would have what he's already done an interview of him then also appearing in front of the grand jury
Name: ZELDIN ; Gender: male ; Race:  caucasian ; Dialogue:   So the way it normally works is there's a multi-step process where you gather documents, you speak to witnesses informally and when you have your case ripen so that you're ready to take action, you bring that person or those documents or both into the grand jury for them to receive the information because it is only a grand jury that can indict.  Mueller doesn't have the power to indict, independent of a grand jury.  The FBI doesn't have a power to indict independently grand jury.  So, it's the grand jury who takes the formal legal action.
So, this is the sort of formalization of the process that was started informally and that's what prosecutors do.
Name: TOOBIN ; Gender: male ; Race:  caucasian ; Dialogue:   And Mueller as put -- has acted completely normally for a prosecutor.  You'd do an office interview first, then you decide whether you want to bring someone in the grand jury.  
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   In other words, there's enough to ask.
Name: TOOBIN ; Gender: male ; Race:  caucasian ; Dialogue:   That's enough to ask, right.  But the idea that one is a substitute for the other is simply wrong.  I mean, they do both.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   Which is important to point out.
Name: ZELDIN ; Gender: male ; Race:  caucasian ; Dialogue:   May I add one thing, which is what's interesting to me about this is the substance of what it is that Mueller is asking about, which is Roger Stone and his relationship with WikiLeaks.  We saw in the social media indictments of the Russians that part, now we're going to see the hacking part.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   All right.  Thank you both very much.
And next, the question that people have been asking today and they've been asking it loudly and everywhere, and it's an important one then to answer.  Is Sam Nunberg OK? (COMMERCIAL BREAK)
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   Breaking news, former Trump campaign aide Sam Nunberg speaking here with me just moments ago.  
Several CNN reporters received calls and emails.  I communicated, I'm sorry, by text with the Trump ally, all of these to the various supporters here at CNN coming from people close to Trump who were saying Nunberg has been drinking or perhaps something else.  
And so, given all of this, and the talk on social media, the interviews he did today, it was a fair and important topic and I asked him about it.
(BEGIN VIDEO CLIP)
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   Talking to you do I have smelled alcohol on your breath.
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   Well, I have not had a drink.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   You haven't had a drink?  So, that's not --  
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   No.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   Anything else?
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   No. 
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   No?
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   No, besides my meds.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   OK.
Name: NUNBERG ; Gender: female ; Race:  caucasian ; Dialogue:   Antidepressants, is that OK?
(END VIDEO CLIP)
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   OUTFRONT now, national affairs correspondent for "The Nation", Joan Walsh, and former Trump campaign adviser Steve Cortes.  
Joan, you're sitting next to me, let me start with you.  What do you make from -- of what we heard from Nunberg?
Name: JOAN WALSH ( NATIONAL AFFAIRS CORRESPONDENT, THE NATION) ; Gender: female ; Race:  caucasian ; Dialogue:   I thought that that was very sad.  I thought that you know that ending -- I'm on antidepressants, there's nothing wrong with that, Erin.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   No.
Name: WALSH ; Gender: male ; Race:  caucasian ; Dialogue:   I think he did the right thing by asking, giving him a chance to respond since the whole social media universe has been speculating about this, and the Trump White House has put out this line that he's had issues with alcohol.  I felt like he would -- he would have sat here with you all day.  He
seems lonely.  He seems to need to hear himself talk right now.  It seems like it would be better if he spent time with his lawyer and also a counselor, because he's acting out that whatever sacrificial thing he thinks he's doing for Roger Stone could get him in an enormous amount of trouble.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   Yes, which is we just heard from the lawyer.
Steve, your reaction?
Name: STEVE CORTES ( FORMER TRUMP CAMPAIGN ADVISER) ; Gender: male ; Race:  caucasian ; Dialogue:   Yes, listen, I've never met him.  I don't know him.  He certainly appeared unwell to me, and quite frankly I think for any network to put him on is irresponsible, I do.  I don't think he was in a position to be talking on a live studio audience or in front of a live studio, in front of America.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   He received a subpoena from the special counsel.  So, certainly, he's relevant to the Russia investigation and is important to that capacity.  And e wanted to talk about it so I strongly disagree with you he is not a newsworthy figure worthy of an interview, Steve.
